LLM1: CHATGPT,,,,,,,,,,,,,,,,
LLM2: GEMINI,,,,,,,,,,,,,,,,
ID do artigo,Tipo de publicação,Local de publicação,Título,Link,Ano ,Autores,País,Base de Dados,RQ (Pergunta de Pesquisa),Extração LLM 1 (ChatGPT),Extração LLM 2 (Gemini),Extração validada (humana),ChatGPT acertou?,Gemini acertou?,Concordância entre LLMs,Observações / Comentários
ES51,Journal,Institute of Electrical and Electronics Engineers (IEEE),An Online Toolkit for Applications Featuring Collaborative Robots Across Different Domains,https://doi.org/10.1109/thms.2022.3213416,2023,"Saenz, J; Bessler-Etten, J; Valori, M; Prange-Lasonder, GB; Fassi, I; Bidard, C; Lassen, AB; Paniti, I; Toth, A; Stuke, T; Wrede, S; Nielsen, K",União Europeia,Web of Science,RQ4,"Organizacional/ergonômico/ético: Toolkit inclui ferramenta legal (CE, responsabilidade), guias para diferentes níveis de expertise e materiais para envolver atores organizacionais — indicando que aspectos regulatórios e governança são centrais na adoção. (Saenz et al., 2023).",A segurança humana é o fator primordial. O Toolkit COVR é uma ferramenta baseada na web para ajudar stakeholders com diferentes níveis de experiência em segurança a entender como considerar a segurança de suas aplicações de cobots.,"Fatores Organizacionais/Legais: Conformidade com Diretivas da UE (ex: Diretiva de Máquinas, Regulamento de Dispositivos Médicos) e normas harmonizadas é crucial para colocação no mercado e redução de responsabilidade legal (p. 2). A ferramenta legal do toolkit aborda aspectos como marcação CE, responsabilidade por acidentes e avaliações de risco jurídico (p. 5). A avaliação de risco é uma atividade necessária para todas as aplicações de HRC (p. 4). Fatores Ergonômicos: Em aplicações de reabilitação, um risco identificado é a ultrapassagem da amplitude de movimento anatômica do paciente (p. 8).",Sim,Parcialmente,Diferente,
ES51,Journal,Institute of Electrical and Electronics Engineers (IEEE),An Online Toolkit for Applications Featuring Collaborative Robots Across Different Domains,https://doi.org/10.1109/thms.2022.3213416,2023,"Saenz, J; Bessler-Etten, J; Valori, M; Prange-Lasonder, GB; Fassi, I; Bidard, C; Lassen, AB; Paniti, I; Toth, A; Stuke, T; Wrede, S; Nielsen, K",União Europeia,Web of Science,RQ5,"Lacunas e futuro: manutenção e atualização contínua do Toolkit (COVR Hubs), necessidade de ampliar protocolos e consolidar consensos entre stakeholders; promover formação e comunidades para sustentar uso a longo prazo. (Saenz et al., 2023). ",A falta de experiência em engenharia de segurança tradicional entre os novos stakeholders é uma lacuna e uma barreira. O Toolkit COVR é desenvolvido para sistematicamente atender às necessidades de segurança relacionadas a todas as fases do ciclo de vida do projeto. O futuro passa pelo apoio à segurança e a validação.,"Lacunas/Futuro: A abordagem baseada em habilidades de segurança e protocolos visa preencher a lacuna de métodos de validação transversal a domínios (p. 3-4). As atividades de padronização (CEN CWA 17835, ISO/PAS 5672) buscam formalizar e harmonizar procedimentos de teste (p. 9-10). O futuro do toolkit envolve sua manutenção e atualização contínua por uma comunidade de ""COVR Hubs"" (p. 10). Para a aplicação industrial CoSMo, seria desejável uma ferramenta de simulação e análise baseada em modelo para tornar as medições físicas obsoletas (p. 6).",Sim,Parcialmente,Diferente,
ES52,Conference,Emerald,"Together, we travel: empirical insights on human-robot collaborative order picking for retail warehousing",https://doi.org/10.1108/ijlm-03-2023-0127,2025,"Koreis, J; Loske, D; Klumpp, M",Não identificado,Web of Science,RQ1,"Estudo de hybrid order picking (caminhão/industrial truck que segue o picker): aplicação em warehousing/retalho; impacto empírico: redução de tempo de picking até 33.57% em média; efeito varia com distância, peso e densidade de picks (mais benéfico em pedidos de curta distância). (Koreis et al., 2025).","O artigo estuda sistemas híbridos de order picking (separação de pedidos) em armazenagem de varejo (retail warehousing). A aplicação é impulsionada pelo aumento dos custos de pessoal e escassez de mão de obra em operações de intralogística. A colaboração humano-robô (cobot) pode reduzir o tempo necessário para as tarefas de picking em até 33,57%. O impacto é especialmente benéfico para pedidos de curta distância","Aplicação: Sistemas híbridos de picking de pedidos em armazéns de varejo de alta volume e baixa variedade (como supermercados). Impacto: Redução de até 33,57% no tempo de picking (p. 9). O impacto é moderado por fatores práticos: mais benéfico para distâncias curtas (< 5m), peso leve do produto (<10-15 kg) e baixa densidade de picks (<20 picks) (p. 10, 12).",Sim,Sim,Igual,
ES52,Conference,Emerald,"Together, we travel: empirical insights on human-robot collaborative order picking for retail warehousing",https://doi.org/10.1108/ijlm-03-2023-0127,2025,"Koreis, J; Loske, D; Klumpp, M",Não identificado,Web of Science,RQ2,"Tecnologias: industrial truck autônomo / modo de seguimento, telemetria/time-stamps para análises (2M+ visitas analisadas), e modelagem multilevel para quantificar efeitos; integração com interfaces de documentação móvel. (Koreis et al., 2025).",O cobot é um caminhão industrial que segue automaticamente os order pickers em sua direção de deslocamento. Pesquisas futuras podem focar na incorporação de algoritmos de machine learning.,"Tecnologia Habilitadora: Caminhão industrial autônomo (cobot) que segue automaticamente o coletor durante o deslocamento entre localizações de armazenamento. O picking, a apreensão e a classificação permanecem manuais (p. 2). O modelo de análise de dados utiliza um modelo multinível (hierárquico) para avaliar o impacto (p. 7).",Parcialmente,Parcialmente,Igual,
ES52,Conference,Emerald,"Together, we travel: empirical insights on human-robot collaborative order picking for retail warehousing",https://doi.org/10.1108/ijlm-03-2023-0127,2025,"Koreis, J; Loske, D; Klumpp, M",Não identificado,Web of Science,RQ3,"Desafios: fatores práticos (peso do produto, pick density, travel distance) mitigam benefícios; necessidade de treinamento do operador para ativar modos de cobot; atenção a congestionamento/zonificação e adaptação ao contexto real. (Koreis et al., 2025).",Não mencionado no artigo analisado.,"Desafios Técnicos/Práticos: Fatores como peso do produto, densidade de picks e distância de viagem atenuam o efeito positivo do cobot (p. 1, 10). O cobot é mais benéfico para pedidos de curta distância (p. 1). Desafios de Aceitação: A escolha de utilizar o modo de condução autônoma do cobot é de livre escolha do operador humano, exigindo treinamento e comunicação adequada (p. 13).",Sim,Não,Diferente,
ES52,Conference,Emerald,"Together, we travel: empirical insights on human-robot collaborative order picking for retail warehousing",https://doi.org/10.1108/ijlm-03-2023-0127,2025,"Koreis, J; Loske, D; Klumpp, M",Não identificado,Web of Science,RQ4,"Organizacional/ergonômico/ético: ênfase em treinamento (operador deve ativar uso), preocupações ergonômicas (reduzir esforço físico e fadiga), e alinhamento com Industry 5.0 (human-centred design, segurança e confiança). (Koreis et al., 2025).","O trabalho é discutido na perspectiva da Indústria 5.0, que envolve combinar novas tecnologias com trabalhadores humanos para complementar suas habilidades, conhecimentos e capacidades. A análise de fatores humanos é um tema central. Os resultados podem impedir gestores de tomar decisões de investimento em tecnologia robótica ineficaz.","Fatores Ergonômicos/Humanos: A redução da necessidade de o coletor subir e descer do caminhão para cada item reduz o tempo e, por inferência, a fadiga (p. 6-7, 12). Fatores humanos como fadiga física, estresse mental e aspectos psicossociais (motivação, carga de trabalho) impactam o desempenho no picking (p. 3). O conceito de Indústria 5.0 enfatiza processos centrados no humano (p. 13). Fatores Organizacionais: A decisão de investimento em tecnologia robótica deve ser cuidadosa para evitar investimentos ineficazes (p. 1). Em cenários de transição, os lotes com menores distâncias de viagem devem ser priorizados para alocação dos cobots (p. 13).",Sim,Sim,Igual,
ES52,Conference,Emerald,"Together, we travel: empirical insights on human-robot collaborative order picking for retail warehousing",https://doi.org/10.1108/ijlm-03-2023-0127,2025,"Koreis, J; Loske, D; Klumpp, M",Não identificado,Web of Science,RQ5,"Lacunas e futuro: mais evidência empírica em condições reais, investigar diferentes estratégias de colaboração (papéis ativos/passivos), incorporar ML para predição/adaptação, e estudar fatores ergonômicos/económicos em profundidade. (Koreis et al., 2025).","A literatura sobre sistemas híbridos de order picking estava majoritariamente limitada a configurações simuladas e experimentos, sendo este um dos primeiros estudos a fornecer evidências empíricas de um cenário do mundo real. Oportunidades futuras incluem focar na incorporação de algoritmos de machine learning e iniciar com a análise e implementação detalhada dos conceitos da I5.0.","Lacunas/Futuro: A literatura carecia de evidências empíricas do mundo real sobre sistemas híbridos de picking, baseando-se principalmente em simulações (p. 1-2, 6). O estudo é limitado a um único caso de varejo alemão, afetando a generalização (p. 13). Futuras pesquisas devem focar nos princípios de design centrado no humano da Indústria 5.0 (Logística 5.0), explorando as dimensões de interação entre Tecnologia, Empresa, Processos e Humanos (p. 13-15). Pesquisas futuras também podem investigar: estratégias ótimas de colaboração, evidências do mundo real, características individuais do coletor, estratégias de zoneamento dinâmico e integração de técnicas de aprendizado de máquina (p. 16).",Sim,Sim,Igual,
ES53,Journal,Frontiers Media SA,Handover Control for Human-Robot and Robot-Robot Collaboration,https://doi.org/10.3389/frobt.2021.672995,2021,"Costanzo, M; De Maria, G; Natale, C",Não identificado,Web of Science,RQ1,"Aplicações: handover em cenários de retail (re-stocking), in-store logistics, fulfilment centres e também trocas R2R (robot-robot); impacto: alívio de trabalho repetitivo para humanos, acesso a zonas fora da zona ergonómica e potencial aumento de eficiência logística. (Costanzo et al., 2021).","Aplicações ocorrem em cenários de colaboração humano-robô (HRC) ou cooperação robô-robô em ambientes não estruturados. Em HRC, o objetivo é aliviar os humanos de tarefas repetitivas e desgastantes. Exemplos são em lojas de varejo (retail store) (ajudar um balconista a reabastecer uma prateleira ou um cliente idoso a pegar um item) , e cenários de logística automatizada (centros de distribuição, supermercados) para tarefas de pick and place. O handover (transferência de objeto) deve ser intuitivo, fluido e natural, com velocidade comparável a uma troca humano-humano.","Os robôs são aplicados em cenários de logística no varejo, como reabastecimento automático de prateleiras e auxílio a clientes idosos ou com deficiência para pegar itens, visando aliviar os humanos de tarefas repetitivas e desgastantes (Costanzo et al., 2021, p. 1-2). Em centros de distribuição, robôs podem recuperar produtos e passá-los a operadores humanos para embalagem (Costanzo et al., 2021, p. 2). O impacto buscado é tornar a colaboração mais fluida, intuitiva e com velocidade comparável à troca humano-humano (Costanzo et al., 2021, p. 1).",Parcialmente,Sim,Diferente,
ES53,Journal,Frontiers Media SA,Handover Control for Human-Robot and Robot-Robot Collaboration,https://doi.org/10.3389/frobt.2021.672995,2021,"Costanzo, M; De Maria, G; Natale, C",Não identificado,Web of Science,RQ2,"Tecnologias: percepção visual (eye-in-hand RGB-D, tracking por texturas), feedback háptico/tátil, controladores reativos com máquina de estados, algoritmos de modulação de força de preensão (slipping avoidance), observadores dinâmicos (LuGre-like) e visual servoing em malha fechada. (Costanzo et al., 2021). ",A abordagem se baseia em percepção visual e háptica. A estratégia de controle combina métodos de controle reativo baseados em modelo com uma máquina de estados event-driven. O controle utiliza algoritmos para controlar o movimento do robô e a força de preensão. O feedback de força/tátil é relevante para a operação de handover,"Tecnologias habilitadoras incluem: 1. Percepção Visual: Servovisual baseado em características 3D para rastreamento de objetos em tempo real, utilizando uma câmera RGB-D eye-in-hand e a biblioteca ViSP (Marchand et al., 2005, citado em Costanzo et al., 2021, p. 4). 2. Percepção Haptica: Sensores de força/tátil (SUNTouch) montados nas pontas dos dedos que medem o wrench de contato 6D (Costanzo et al., 2021, p. 5, 9). 3. Algoritmos de Controle Reativo: Controle de força de preensão baseado no modelo de ""Limit Surface"" e em um observador não linear para estimar a velocidade de deslizamento, permitindo modulação adaptativa da força (Costanzo et al., 2021, p. 5-6). 4. Estratégias Inspiradas no Humano: Máquinas de estado finito (FSM) que codificam o comportamento do handover, utilizando pistas hápticas como único canal de comunicação entre os agentes (Costanzo et al., 2021, p. 7-9).",Parcialmente,Parcialmente,Igual,
ES53,Journal,Frontiers Media SA,Handover Control for Human-Robot and Robot-Robot Collaboration,https://doi.org/10.3389/frobt.2021.672995,2021,"Costanzo, M; De Maria, G; Natale, C",Não identificado,Web of Science,RQ3,"Desafios: suposições sobre forma/poses dos objetos, necessidade de conhecimento do re-grasp point, generalização para pinças/grippers mais complexos, percepção sob oclusão e exigência de desempenho em tempo real. (Costanzo et al., 2021).","O principal desafio mencionado é que a operação de handover deve ser suficientemente intuitiva, fluida e natural, com uma velocidade comparável à de uma troca humano-humano.","Principais desafios técnicos identificados: 1. Manipulação em Ambientes Não Estruturados: A manipulação destra de objetos com propriedades físicas desconhecidas é difícil, especialmente com grippers paralelos simples (Costanzo et al., 2021, p. 2). 2. Percepção Visual com Oclusão: O rastreamento visual do objeto durante o handover humano-para-robô (H2R) é desafiador porque o objeto já está preso pela mão humana e parcialmente ocluído (Costanzo et al., 2021, p. 2). 3. Coordenação e Comunicação: Garantir uma transferência de carga segura e fluida sem comunicação explícita, confiando apenas em pistas hápticas (Costanzo et al., 2021, p. 3, 7). 4. Planejamento de Preensão: O doador deve segurar o objeto de forma que o receptor não precise realizar manipulações complexas após o handover (Costanzo et al., 2021, p. 2).",Parcialmente,Não,Diferente,
ES53,Journal,Frontiers Media SA,Handover Control for Human-Robot and Robot-Robot Collaboration,https://doi.org/10.3389/frobt.2021.672995,2021,"Costanzo, M; De Maria, G; Natale, C",Não identificado,Web of Science,RQ4,"Organizacional/ergonômico/ético: handovers devem ser intuitivos e rápidos (comparáveis à troca humana); segurança depende de modulação correta de força e comunicação (háptica) durante transferência; consideração de usabilidade para humanos e implicações práticas em espaços comerciais. (Costanzo et al., 2021).","O objetivo é aliviar a equipe de tarefas repetitivas e de baixo valor agregado no varejo, permitindo que sejam realocados para atividades de atendimento ao cliente. O controle visa garantir um handover seguro.","Fatores Ergonômicos: O artigo menciona que o uso de um robô para alcançar camadas mais altas ou mais baixas das prateleiras, que estão fora da ""zona dourada ergonômica"", pode aliviar significativamente a carga de trabalho humano (Costanzo et al., 2021, p. 2). O feedback de voluntários humanos foi considerado para ajustar parâmetros do algoritmo, como desativar o controle dinâmico durante o compartilhamento de carga porque causava uma vibração incômoda (Costanzo et al., 2021, p. 8). Fatores Organizacionais / Éticos: Não mencionado no artigo analisado.",Parcialmente,Sim,Diferente,
ES53,Journal,Frontiers Media SA,Handover Control for Human-Robot and Robot-Robot Collaboration,https://doi.org/10.3389/frobt.2021.672995,2021,"Costanzo, M; De Maria, G; Natale, C",Não identificado,Web of Science,RQ5,"Lacunas e futuro: necessidade de generalizar para objetos/grasps diversos, desenvolver estratégias de re-grasp planning ou aprendizagem, e estender métodos para grippers mais dexterosos e cenários R2R com comunicação mínima. (Costanzo et al., 2021).",Não mencionado no artigo analisado.,"Lacunas e oportunidades futuras apontadas: 1. Generalização: O método atual assume objetos com formatos específicos (cilíndricos ou paralelepipédicos) e texturizados. A generalização para grippers robóticos mais complexos poderia ampliar o conjunto de objetos manipuláveis (Costanzo et al., 2021, p. 16). 2. Replanejamento/Aprendizado: Uma limitação atual é o conhecimento prévio da localização do ponto de re-preenção. Superar isso requer métodos para re-planejar ou aprender a estratégia de re-preenção (Costanzo et al., 2021, p. 16). 3. Cenário Futuro: O handover robô-para-robô (R2R) é considerado útil em um futuro onde os robôs colaboram entre si com canais de comunicação simples, como pistas hápticas (Costanzo et al., 2021, p. 16).",Sim,Não,Diferente,
ES54,Conference,Elsevier BV,A bibliometric analysis on collaborative robots in Logistics 4.0 environments,https://doi.org/10.1016/j.procs.2021.01.291,2021,"Atzeni, G; Vignali, G; Tebaldi, L; Bottani, E",Não identificado,Web of Science,RQ1,"Aplicações (foco): análise bibliométrica sobre collaborative robots in Logistics 4.0 — identifica uso de cobots em picking, palletizing, assembly e outras atividades logísticas; mostra crescimento de publicações e oportunidades na logística industrial. (Atzeni et al., 2021). Impactos na H–R: aponta otimismo quanto à adoção e oportunidades, mas o artigo é analítico/bibliométrico e não detalha especificamente impactos comportamentais da colaboração H–R em profundidade (foco é mapeamento de literatura). (Atzeni et al., 2021).","Os robôs colaborativos têm sido aplicados em atividades logísticas, como picking, palletizing ou operações de montagem  (Atzeni et al., 2021, p. 1). O principal objetivo dessas aplicações é otimizar eficientemente processos e, consequentemente, produção e volumes  (Atzeni et al., 2021, p. 1). A análise delineia grandes oportunidades para os robôs colaborativos estabelecerem sua posição no contexto industrial  (Atzeni et al., 2021, p. 1).","O artigo analisa a aplicação de robôs colaborativos (""cobots"") em ambientes de Logística 4.0, principalmente em atividades como pick and place, paletização, montagem e em veículos guiados automaticamente (AGVs). O aumento de publicações demonstra um interesse crescente e oportunidades para estes robôs se estabelecerem no contexto industrial (Atzeni et al., 2021, pp. 1-3).",Sim,Sim,Igual,
ES54,Conference,Elsevier BV,A bibliometric analysis on collaborative robots in Logistics 4.0 environments,https://doi.org/10.1016/j.procs.2021.01.291,2021,"Atzeni, G; Vignali, G; Tebaldi, L; Bottani, E",Não identificado,Web of Science,RQ2,"Tecnologias identificadas na literatura (em termos gerais): o mapeamento aponta tendências e áreas de pesquisa emergentes ligadas a Industry 4.0 (IoT, automação, big data) e o uso de cobots em logística — porém o artigo é de análise bibliométrica e não descreve tecnologias técnicas detalhadas por experimento. (Atzeni et al., 2021).","As tecnologias habilitadoras da Indústria 4.0 incluem a implementação de sensores, atuadores e sistemas autônomos (tecnologias inteligentes) na Fábrica Inteligente  (Atzeni et al., 2021, p. 2). Palavras-chave relevantes incluem Internet of Things (IoT), Big Data e Intelligent systems  (Atzeni et al., 2021, p. 4). Sistemas Ciberfísicos (CPS) são sistemas inteligentes que permitem coletar e monitorar informações  (Atzeni et al., 2021, p. 2).","As tecnologias habilitadoras identificadas incluem Indústria 4.0, Internet das Coisas (IoT), Sistemas Inteligentes e Sistemas Ciber-Físicos. Estas tecnologias são fundamentais para implementar a Logística 4.0 e integrar cobots (Atzeni et al., 2021, pp. 2, 5).",Parcialmente,Sim,Diferente,
ES54,Conference,Elsevier BV,A bibliometric analysis on collaborative robots in Logistics 4.0 environments,https://doi.org/10.1016/j.procs.2021.01.291,2021,"Atzeni, G; Vignali, G; Tebaldi, L; Bottani, E",Não identificado,Web of Science,RQ3,"Desafios: como bibliometria, identifica lacunas temáticas e oportunidades (crescimento de estudos) — não lista muitos desafios técnicos/segurança específicos (o foco é métricas de publicação e tópicos). Assim: questões técnicas de segurança/aceitação não são aprofundadas no texto. Conclusão: Não mencionado no artigo analisado (desafios técnicos detalhados). (Atzeni et al., 2021).",Não mencionado no artigo analisado.,"A crise económica global devido à pandemia de COVID-19 pode atrasar investimentos neste tipo de tecnologia, pois a atenção de muitas indústrias pode estar voltada para outros problemas (Atzeni et al., 2021, p. 9).",Não,Não,Igual,
ES54,Conference,Elsevier BV,A bibliometric analysis on collaborative robots in Logistics 4.0 environments,https://doi.org/10.1016/j.procs.2021.01.291,2021,"Atzeni, G; Vignali, G; Tebaldi, L; Bottani, E",Não identificado,Web of Science,RQ4,"Fatores organizacionais/ergonômicos/éticos: o artigo discute o papel da logística na Indústria 4.0 e as implicações organizacionais amplas (digitalização, eficiência), mas não apresenta análises ergonômicas/éticas detalhadas em nível de caso. Portanto: fatores organizacionais são mencionados em termos gerais de Industry 4.0; ergonomia/ética específica — Não mencionado no artigo analisado. (Atzeni et al., 2021)","A descentralização dos sistemas de manufatura, característica da auto-organização, requer mais autonomia  (Atzeni et al., 2021, p. 2). Fatores ergonômicos e éticos não são mencionados no artigo analisado.",Não mencionado no artigo analisado.,Parcialmente,Sim,Diferente,
ES54,Conference,Elsevier BV,A bibliometric analysis on collaborative robots in Logistics 4.0 environments,https://doi.org/10.1016/j.procs.2021.01.291,2021,"Atzeni, G; Vignali, G; Tebaldi, L; Bottani, E",Não identificado,Web of Science,RQ5,"Lacunas e futuro (bibliométrico): o estudo mapeia a literatura e indica oportunidades de pesquisa em cobots aplicados à logística (áreas com menos cobertura) — recomenda mais estudos aplicados e experimentais na logística para consolidar o campo. (Atzeni et al., 2021).","É esperada uma nova fase de aumento (further increase) no uso de robôs colaborativos nos próximos anos  (Atzeni et al., 2021, p. 5). A tecnologia ainda não pode ser considerada estavelmente aceita e madura para sua implementação rotineira  (Atzeni et al., 2021, p. 5). Está planejado para o futuro um maior foco na Logística 4.0  (Atzeni et al., 2021, p. 5).","É planeada para o futuro uma revisão de literatura mais aprofundada para investigar aspectos qualitativos relacionados com as principais tarefas e atividades encontradas na amostra de artigos. Também se planeia lançar novas consultas para avaliar se o número de publicações cresceu (Atzeni et al., 2021, p. 9).",Parcialmente,Parcialmente,Igual,
ES55,Conference,MDPI AG,OMNIVIL-An Autonomous Mobile Manipulator for Flexible Production,https://doi.org/10.3390/s20247249,2020,"Engemann, H; Du, SZ; Kallweit, S; Cönen, P; Dawar, H",Alemanha,Web of Science,RQ1,"Aplicações: OMNIVIL — um mobile manipulator testado em uma model factory para intralogística (transporte de peças entre estações), montagem de um produto de exemplo (Lego car) e cooperação com trabalhadores humanos. Impacto: demonstra viabilidade de cooperação preventiva (adaptação de comportamento) graças ao monitoramento de espaço de trabalho; reduz complexidade da colaboração H–R por zonas de navegação e análise de workspace. (Engemann et al., 2020).","O manipulador móvel autônomo OMNIVIL é projetado para produção flexível  (Engemann et al., 2020, p. 1). Aplicações típicas incluem logística, pick and place ou manuseio  (Engemann et al., 2020, p. 1). O conceito de Colaboração Humano-Robô (HRC) pode levar a mais flexibilidade e redução de custos quando o layout de produção é frequentemente alterado  (Engemann et al., 2020, p. 6).","O manipulador móvel autônomo OMNIVIL foi projetado para produção flexível, executando várias tarefas como logística, pick and place ou manuseamento. Aumenta a flexibilidade de ambientes de produção existentes (Engemann et al., 2020, pp. 1-2).",Sim,Sim,Igual,
ES55,Conference,MDPI AG,OMNIVIL-An Autonomous Mobile Manipulator for Flexible Production,https://doi.org/10.3390/s20247249,2020,"Engemann, H; Du, SZ; Kallweit, S; Cönen, P; Dawar, H",Alemanha,Web of Science,RQ2,"Tecnologias: arquitetura multi-sensor (2D Lidars de segurança, 3D Lidar, RGB-D, RGB, térmicas, IMU, encoders); multilayer Workspace Monitoring System (WMS) com fusão de detectores (YOLOv3 para RGB, modelos para térmico, segmentação) e fusão de confiança; ROS, MoveIt, OMPL para planeamento 6-DoF; visual-servoing com AR-markers; redundância sensorial e análise multicamadas para soft-safety preventiva. (Engemann et al., 2020).","O design inclui uma cinemática holonômica para alta manobrabilidade  (Engemann et al., 2020, p. 1). O sistema de sensores é de múltiplas camadas e possui capacidade de análise de dados paralela para precisão e confiabilidade  (Engemann et al., 2020, p. 1). Um Sistema de Monitoramento de Espaço de Trabalho (WMS) é desenvolvido para detectar colaboradores humanos  (Engemann et al., 2020, p. 1). A localização global é baseada no módulo ROS 2D Cartographer  (Engemann et al., 2020, p. 10).","Tecnologias habilitadoras incluem: plataforma omnidirecional, sistema de monitorização de espaço de trabalho (WMS) multi-camada (usando LiDAR 3D, câmaras RGB e térmicas, e algoritmos de rede neuronal), conceito de navegação baseado em zonas, e uma ferramenta de análise de espaço de trabalho para manipulação adaptativa (Engemann et al., 2020, pp. 3-14).",Sim,Sim,Igual,
ES55,Conference,MDPI AG,OMNIVIL-An Autonomous Mobile Manipulator for Flexible Production,https://doi.org/10.3390/s20247249,2020,"Engemann, H; Du, SZ; Kallweit, S; Cönen, P; Dawar, H",Alemanha,Web of Science,RQ3,"Desafios: aceitação industrial — problemas técnicos que desencorajam adoção: segurança (necessidade de combinação hard-safety + WMS soft-safety), manutenção de soft-safety (propensa a erros), necessidade de redundância para superar fragilidade; adaptação a cenários sem infraestrutura (marcadores) é ainda desafio. (Engemann et al., 2020).","A aplicação de sistemas robóticos é desafiadora devido à sua complexidade e preocupações com a segurança (safety concerns)  (Engemann et al., 2020, p. 1). O principal desafio da manufatura atual é melhorar a flexibilidade e agilidade dos processos automatizados  (Engemann et al., 2020, p. 1-2).","Principais desafios são preocupações com segurança e a alta complexidade dos sistemas autônomos de manipulação móvel (AIMM). A implementação de colaboração humano-robô (HRC) requer resolver problemas de segurança técnica e de carga mental (cognitiva) para uma colaboração intuitiva (Engemann et al., 2020, pp. 4-5).",Parcialmente,Parcialmente,Igual,
ES55,Conference,MDPI AG,OMNIVIL-An Autonomous Mobile Manipulator for Flexible Production,https://doi.org/10.3390/s20247249,2020,"Engemann, H; Du, SZ; Kallweit, S; Cönen, P; Dawar, H",Alemanha,Web of Science,RQ4,"Fatores organizacionais/ergonômicos/éticos: o estudo enfatiza requisitos de segurança funcional (emergência, circuitos de parada), preocupação com aceitação na indústria e com a manutenção de sistemas complexos — menciona também o papel de testes em cenários variados (Sstatic, Scrowded, Sdynamic) para avaliar robustez diante de humanos; não aborda explicitamente ética ampla, mas destaca aceitabilidade/robustez como fatores de adoção. (Engemann et al., 2020).","Fatores organizacionais são relevantes para o compromisso (trade-off) entre a alta repetibilidade de robôs estáticos e a flexibilidade/agilidade da produção manual  (Engemann et al., 2020, p. 1-2). O HRC é motivado pela necessidade de mais flexibilidade e redução de custos em ambientes de produção com mudanças frequentes  (Engemann et al., 2020, p. 6). Fatores ergonômicos e éticos não são mencionados no artigo analisado.","A carga cognitiva ou mental caracteriza o quão benéfica é uma colaboração entre um humano e um robô. A adaptação situacional do comportamento do robô reduz a carga mental do colaborador humano e simultaneamente aumenta a produtividade do AIMM (Engemann et al., 2020, p. 4).",Não,Não,Igual,
ES55,Conference,MDPI AG,OMNIVIL-An Autonomous Mobile Manipulator for Flexible Production,https://doi.org/10.3390/s20247249,2020,"Engemann, H; Du, SZ; Kallweit, S; Cönen, P; Dawar, H",Alemanha,Web of Science,RQ5,"Lacunas e futuro: autores apontam melhora do WMS (incluir análise Lidar), aprimorar manipulação adaptativa para cenários marker-free visando implantação sem modificações infraestruturais — pesquisa futura explícita. (Engemann et al., 2020).",Não mencionado no artigo analisado.,"Melhorias futuras focar-se-ão no sistema de monitorização de espaço de trabalho, estendendo o conceito redundante escalável através da análise de dados LiDAR. Além disso, a manipulação adaptativa será melhorada para cenários sem marcadores, permitindo a implementação sem necessidades de infraestrutura (Engemann et al., 2020, p. 25).",Sim,Não,Diferente,
ES56,Conference,MYU K.K.,Hand-gesture-control-based Navigation Using Wearable Armband with Surface Electromyography and Inertial Measurement Unit Sensor Data for Autonomous Guided Vehicles with Robot Operation System-based Simultaneous Localization and Mapping Navigation in Smart Manufacturing,https://doi.org/10.18494/sam4045,2022,"Ding, IJ; Juang, YC",Não identificado,Web of Science,RQ1,"Aplicação: integração de controle por gestos (wearable armband Myo: SEMG + IMU) para navegação de AGVs em ambientes de manufatura inteligente — complementando SLAM autônomo para aumentar HRI e flexibilidade. Impacto: melhora na interação humano–robô e na flexibilidade de operação (por exemplo, intervenções manuais curtas sobre SLAM). (Ding & Juang, 2022).","Veículos Guiados Autônomos (AGVs) são usados principalmente para manusear materiais na manufatura  (Ding & Juang, 2022, p. 1). Aplicações incluem robôs de varredura em residências e veículos de transporte em linhas de produção  (Ding & Juang, 2022, p. 2). O trabalho visa aumentar a Interação Humano-Robô Inteligente (HRIS) e a flexibilidade de uso de AGVs através da navegação por gestos de mão  (Ding & Juang, 2022, p. 1, 2).","O artigo aplica robôs móveis autônomos (AGVs) em manufatura inteligente para o manuseio de materiais (Ding and Juang, 2022, p. 1). A abordagem proposta de navegação por controle de gestos manuais é incorporada a um AGV com navegação autônoma SLAM baseada em ROS, aumentando a flexibilidade de uso e as interações humano-robô (HRI). Isso permite navegação em caminhos mais complicados e serviços mais seguros com menos incidentes perigosos (Ding and Juang, 2022, p. 10).",Sim,Sim,Igual,
